"d"
"Sst"
"Lamp5"
"Sst"
"Lamp5"
"Lamp5"
"unassigned"
"Sncg"
"unassigned"
"Vip"
"unassigned"
"Lamp5"
"Vip"
"Sst"
"unassigned"
"Sst"
"unassigned"
"Vip"
"Lamp5"
"Pvalb"
"Lamp5"
"Sst"
"Vip"
"Lamp5"
"Lamp5"
"L2/3 IT"
"L2/3 IT"
"Lamp5"
"unassigned"
"L2/3 IT"
"L2/3 IT"
"Lamp5"
"Sst"
"L2/3 IT"
"L2/3 IT"
"Lamp5"
"L2/3 IT"
"L2/3 IT"
"L5 IT"
"Lamp5"
"Lamp5"
"L2/3 IT"
"L2/3 IT"
"Lamp5"
"Sncg"
"unassigned"
"Lamp5"
"L2/3 IT"
"Sncg"
"L2/3 IT"
"L2/3 IT"
"Sncg"
"Sncg"
"Lamp5"
"unassigned"
"Sncg"
"Sst"
"Sncg"
"Sncg"
"Sst"
"L6 IT"
"Lamp5"
"Sncg"
"Sst"
"Sncg"
"Lamp5"
"Lamp5"
"Sncg"
"Lamp5"
"Pvalb"
"Lamp5"
"Lamp5"
"Lamp5"
"unassigned"
"Lamp5"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"unassigned"
"Lamp5"
"L2/3 IT"
"L2/3 IT"
"unassigned"
"Lamp5"
"L2/3 IT"
"Lamp5"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"Lamp5"
"Lamp5"
"L2/3 IT"
"Sncg"
"Lamp5"
"L2/3 IT"
"Lamp5"
"L5 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Sst"
"Pvalb"
"L5 ET"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Sst"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Sst"
"Sst"
"Pvalb"
"Pvalb"
"Sst"
"Sst"
"Pvalb"
"Pvalb"
"Sst"
"Pvalb"
"unassigned"
"Pvalb"
"Pvalb"
"unassigned"
"Sst"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"unassigned"
"Sst"
"Pvalb"
"Sst"
"Pvalb"
"Sst"
"Pvalb"
"Sst"
"Sst"
"unassigned"
"unassigned"
"Pvalb"
"Pvalb"
"Pvalb"
"Sst"
"Sst"
"Pvalb"
"unassigned"
"unassigned"
"unassigned"
"Sst"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Sst"
"Pvalb"
"unassigned"
"Sst"
"Pvalb"
"Pvalb"
"unassigned"
"Pvalb"
"Pvalb"
"Pvalb"
"unassigned"
"Sst"
"Pvalb"
"Pvalb"
"Sst"
"Sst"
"Pvalb"
"Sst"
"Pvalb"
"Pvalb"
"Sst"
"Sst"
"Pvalb"
"Sst"
"unassigned"
"Pvalb"
"Sst"
"Pvalb"
"Pvalb"
"unassigned"
"Pvalb"
"Pvalb"
"unassigned"
"Sst"
"Pvalb"
"Sst"
"Pvalb"
"Pvalb"
"unassigned"
"Pvalb"
"Sst"
"unassigned"
"unassigned"
"unassigned"
"Sst"
"unassigned"
"Sst"
"Pvalb"
"unassigned"
"unassigned"
"unassigned"
"Sst"
"Sst"
"Sst"
"unassigned"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"unassigned"
"Vip"
"Vip"
"unassigned"
"Vip"
"Sncg"
"Vip"
"Vip"
"unassigned"
"Lamp5"
"Lamp5"
"Lamp5"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Sst"
"Pvalb"
"unassigned"
"Lamp5"
"unassigned"
"Lamp5"
"Lamp5"
"Lamp5"
"Vip"
"Lamp5"
"Lamp5"
"Lamp5"
"unassigned"
"unassigned"
"Lamp5"
"Lamp5"
"Vip"
"unassigned"
"Pvalb"
"Sst"
"unassigned"
"Lamp5"
"Lamp5"
"unassigned"
"Sst"
"Lamp5"
"Lamp5"
"Sst"
"unassigned"
"Lamp5"
"unassigned"
"L6 IT"
"unassigned"
"unassigned"
"L6 CT"
"L5/6 NP"
"unassigned"
"Sst"
"L6 CT"
"L6 CT"
"Sst"
"Sst"
"L6 IT"
"L6 IT"
"L6 IT"
"Sst"
"unassigned"
"L6 CT"
"unassigned"
"unassigned"
"L6 IT"
"Sst"
"Sst"
"L6 IT"
"Lamp5"
"L6 CT"
"L6 IT"
"unassigned"
"Lamp5"
"unassigned"
"L5/6 NP"
"L6 CT"
"Sst"
"Sst"
"unassigned"
"L6 IT"
"Sst"
"L6 IT"
"L5/6 NP"
"L6 CT"
"L5 ET"
"Sst"
"unassigned"
"Sst"
"Lamp5"
"unassigned"
"unassigned"
"Lamp5"
"Pvalb"
"L5 IT"
"L5 IT"
"L5 IT"
"unassigned"
"unassigned"
"unassigned"
"Vip"
"L2/3 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"Lamp5"
"L2/3 IT"
"L5 IT"
"L5 IT"
"unassigned"
"L5 IT"
"unassigned"
"L5 IT"
"L5 IT"
"L5 IT"
"unassigned"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5/6 NP"
"Sst"
"Vip"
"L5 IT"
"Vip"
"unassigned"
"Vip"
"Vip"
"Vip"
"L5/6 NP"
"unassigned"
"L5 IT"
"Vip"
"L5/6 NP"
"L5 IT"
"Sst"
"L5 IT"
"L2/3 IT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"Pvalb"
"L6 IT"
"Pvalb"
"L6 IT"
"unassigned"
"L6 IT"
"Oligo"
"L5/6 NP"
"L5/6 NP"
"Vip"
"L6 CT"
"L6 IT"
"L6 CT"
"Lamp5"
"L6 IT"
"L5/6 NP"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"Oligo"
"Sst"
"L6 IT"
"L6 IT"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Lamp5"
"Lamp5"
"Sncg"
"Lamp5"
"Vip"
"Lamp5"
"unassigned"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Lamp5"
"Lamp5"
"Vip"
"Lamp5"
"Lamp5"
"Vip"
"Vip"
"unassigned"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Lamp5"
"Lamp5"
"Vip"
"Vip"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Pvalb"
"unassigned"
"Vip"
"Vip"
"Lamp5"
"Lamp5"
"Vip"
"unassigned"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Sst"
"Vip"
"unassigned"
"Vip"
"Sst"
"Sst"
"Lamp5"
"Pvalb"
"Sst"
"unassigned"
"Vip"
"Vip"
"Sst"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Sst"
"Vip"
"Pvalb"
"Pvalb"
"Vip"
"Sst"
"Pvalb"
"Vip"
"Lamp5"
"Pvalb"
"Vip"
"Pvalb"
"Pvalb"
"Lamp5"
"Lamp5"
"Sst"
"Sst"
"unassigned"
"Vip"
"Sst"
"Sst"
"Sncg"
"Vip"
"Sst"
"Sst"
"Pvalb"
"Lamp5"
"Sst"
"Sst"
"Sst"
"Oligo"
"Pvalb"
"Sncg"
"Lamp5"
"Pvalb"
"Pvalb"
"Sncg"
"Lamp5"
"Lamp5"
"unassigned"
"Lamp5"
"Sncg"
"Lamp5"
"Lamp5"
"Vip"
"Sncg"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Lamp5"
"Lamp5"
"Vip"
"Sncg"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Sncg"
"Lamp5"
"Sncg"
"Pvalb"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Vip"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Vip"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L5 IT"
"Vip"
"L2/3 IT"
"Vip"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"Vip"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"Lamp5"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"Lamp5"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"Lamp5"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L5 IT"
"unassigned"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"unassigned"
"unassigned"
"L5 IT"
"L5 IT"
"unassigned"
"unassigned"
"L5 IT"
"unassigned"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"unassigned"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"unassigned"
"L5 IT"
"L5 IT"
"unassigned"
"unassigned"
"L5 IT"
"L5 IT"
"L5 IT"
"L5/6 NP"
"L5/6 NP"
"Sst"
"Sst"
"L5/6 NP"
"L5/6 NP"
"Vip"
"Vip"
"L5 IT"
"Vip"
"Vip"
"Sst"
"L5/6 NP"
"Sst"
"L5/6 NP"
"L5 ET"
"Vip"
"L5/6 NP"
"L6 CT"
"L6 IT"
"L5/6 NP"
"L5 ET"
"L5/6 NP"
"L5 IT"
"unassigned"
"L6 IT"
"L5 IT"
"L5 IT"
"Sst"
"L5 IT"
"L5/6 NP"
"L5 IT"
"Vip"
"L5/6 NP"
"L5/6 NP"
"Lamp5"
"L5 IT"
"Sst"
"L5 ET"
"L5/6 NP"
"Vip"
"Sst"
"L5 IT"
"Vip"
"L6 CT"
"L6 CT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 CT"
"unassigned"
"L6 IT"
"Vip"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"unassigned"
"L6 CT"
"Sst"
"L6 IT"
"L6 IT"
"unassigned"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 CT"
"Sst"
"L6 IT"
"unassigned"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6b"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 IT"
"Vip"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6b"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 IT"
"Sst"
"Sst"
"Sst"
"Sst"
"Sst"
"Sst"
"Vip"
"Sncg"
"Sst"
"Pvalb"
"Sst"
"Sst"
"Sst"
"Sst"
"Sst"
"Sst"
"Sst"
"Pvalb"
"Sst"
"Sst"
"Vip"
"Sst"
"Lamp5"
"Pvalb"
"Pvalb"
"Pvalb"
"Pvalb"
"Sst"
"Pvalb"
"Vip"
"Sst"
"Sst"
"Sst"
"Sst"
"Vip"
"Vip"
"Vip"
"Vip"
"Sst"
"Vip"
"Pvalb"
"Lamp5"
"unassigned"
"Pvalb"
"Sst"
"Sst"
"Vip"
"Pvalb"
"Sst"
"unassigned"
"Sst"
"Lamp5"
"Pvalb"
"Vip"
"Lamp5"
"Pvalb"
"Sst"
"Sst"
"Vip"
"Pvalb"
"Sst"
"Sst"
"Pvalb"
"Sst"
"Pvalb"
"Sst"
"unassigned"
"Sst"
"Pvalb"
"Lamp5"
"Lamp5"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Lamp5"
"Lamp5"
"Vip"
"Lamp5"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Sncg"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Vip"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Vip"
"unassigned"
"Sncg"
"Vip"
"Lamp5"
"Lamp5"
"Vip"
"Sncg"
"Lamp5"
"Lamp5"
"Lamp5"
"Sst"
"Sst"
"Pvalb"
"Pvalb"
"Pvalb"
"Sst"
"Pvalb"
"unassigned"
"Pvalb"
"Sst"
"Sst"
"Lamp5"
"Sst"
"Sst"
"Pvalb"
"Lamp5"
"Pvalb"
"Vip"
"Sst"
"Vip"
"Lamp5"
"Vip"
"Pvalb"
"unassigned"
"Vip"
"Pvalb"
"unassigned"
"Sst"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Vip"
"Vip"
"Sst"
"Lamp5"
"Lamp5"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Lamp5"
"unassigned"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Astro"
"Astro"
"Lamp5"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Astro"
"Sncg"
"Lamp5"
"Vip"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Sst"
"Pvalb"
"Vip"
"Sst"
"Vip"
"unassigned"
"Sst"
"Sst"
"Sst"
"Astro"
"Vip"
"unassigned"
"Vip"
"Sst"
"Astro"
"Vip"
"Astro"
"Astro"
"Vip"
"Sst"
"Sst"
"Astro"
"Vip"
"unassigned"
"Astro"
"Sst"
"Lamp5"
"Vip"
"Astro"
"Vip"
"Vip"
"Sst"
"Lamp5"
"Sst"
"Sst"
"Sst"
"Pvalb"
"Sst"
"Sst"
"Sst"
"Sst"
"Sst"
"Pvalb"
"Sst"
"Sst"
"Lamp5"
"Sst"
"Vip"
"Sncg"
"Sst"
"Sst"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Sst"
"Sst"
"Sst"
"Pvalb"
"Pvalb"
"Sst"
"Sst"
"Lamp5"
"Vip"
"Sst"
"Sst"
"Lamp5"
"unassigned"
"Pvalb"
"Sst"
"Sst"
"Vip"
"Vip"
"Vip"
"Sst"
"Sst"
"Sst"
"Sst"
"Pvalb"
"Sst"
"Lamp5"
"Sst"
"Vip"
"Vip"
"unassigned"
"Sst"
"Sst"
"Vip"
"Sst"
"Sst"
"Lamp5"
"Vip"
"Sst"
"Lamp5"
"Vip"
"Vip"
"Sst"
"Sst"
"Lamp5"
"Lamp5"
"Astro"
"Astro"
"Vip"
"Lamp5"
"Pvalb"
"Vip"
"Vip"
"Lamp5"
"Astro"
"Vip"
"Lamp5"
"Lamp5"
"Sncg"
"Sncg"
"Sncg"
"Lamp5"
"Lamp5"
"unassigned"
"Lamp5"
"Astro"
"unassigned"
"Vip"
"Lamp5"
"unassigned"
"unassigned"
"Lamp5"
"Sncg"
"Pvalb"
"Lamp5"
"Sncg"
"Lamp5"
"Lamp5"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Lamp5"
"Lamp5"
"Sncg"
"unassigned"
"Lamp5"
"Vip"
"Vip"
"Vip"
"Vip"
"Vip"
"Vip"
"L2/3 IT"
"Vip"
"Pvalb"
"Micro"
"Pvalb"
"Vip"
"Sncg"
"Vip"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Vip"
"Sncg"
"Vip"
"Vip"
"Pvalb"
"Vip"
"Lamp5"
"Lamp5"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Sncg"
"Lamp5"
"Sncg"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Sst"
"Sst"
"Vip"
"Lamp5"
"Lamp5"
"Sncg"
"Lamp5"
"Lamp5"
"Sst"
"Sst"
"Vip"
"Vip"
"Vip"
"unassigned"
"Vip"
"Vip"
"Astro"
"Vip"
"Vip"
"Astro"
"Vip"
"Vip"
"Vip"
"Vip"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"unassigned"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L2/3 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"unassigned"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"unassigned"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"unassigned"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L5 IT"
"L6 IT"
"L6 IT"
"L5/6 NP"
"L6 IT"
"L6 IT"
"L6 IT"
"unassigned"
"unassigned"
"L6 IT"
"L5/6 NP"
"L6 IT"
"L6 IT"
"L5 ET"
"L6 IT"
"L6 IT"
"L5 ET"
"L6 IT"
"unassigned"
"L6 IT"
"L5 ET"
"L6 IT"
"L6 IT"
"unassigned"
"L6 IT"
"L5/6 NP"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"unassigned"
"L6 IT"
"L6 IT"
"L6b"
"L6 CT"
"unassigned"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 CT"
"L6 IT"
"L6 CT"
"L6 IT"
"L5/6 NP"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 IT"
"L6 IT"
"L6 IT"
"L6 CT"
"L6 CT"
"L2/3 IT"
"Sst"
"Vip"
"Vip"
"Lamp5"
"L2/3 IT"
"Vip"
"Pvalb"
"Pvalb"
"Vip"
"Vip"
"Vip"
"Lamp5"
"Lamp5"
"unassigned"
"Lamp5"
"Sst"
"Vip"
"Vip"
"Sncg"
"Vip"
"Pvalb"
"Sst"
"Lamp5"
"Lamp5"
"Pvalb"
"Pvalb"
"Vip"
"Vip"
"Sncg"
"Vip"
"Vip"
"Vip"
"Vip"
"Vip"
"Astro"
"Pvalb"
"Vip"
"Lamp5"
"Vip"
"Sncg"
"Pvalb"
"Vip"
"Vip"
"Lamp5"
"Vip"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"Lamp5"
"unassigned"
"Astro"
"Sncg"
"Pvalb"
"Lamp5"
"Pvalb"
"Lamp5"
"Lamp5"
"Astro"
"Pvalb"
"Sst"
"Vip"
"Sst"
"Vip"
"Vip"
"Vip"
"Pvalb"
"Astro"
"Pvalb"
"Pvalb"
"Sst"
"Vip"
"Pvalb"
"Vip"
"Vip"
"Vip"
"Vip"
"Astro"
"Sncg"
"Vip"
"Vip"
"Pvalb"
"Vip"
"Pvalb"
"Sst"
"Sst"
"Sst"
"Vip"
"Sst"
"Vip"
"Sst"
"Sst"
"Pvalb"
"Pvalb"
"Vip"
"Sst"
"Sncg"
"Sncg"
"Sst"
"Sst"
"Sst"
"Sst"
"Sst"
"Sst"
"Sst"
"Vip"
"Astro"
"Lamp5"
"Pvalb"
"Lamp5"
"Sst"
"Sst"
"Sst"
"Pvalb"
"Astro"
"Sst"
"Sst"
"Pvalb"
"Sst"
"Astro"
"Pvalb"
"Lamp5"
"Sst"
"Astro"
"Lamp5"
"Pvalb"
"Sst"
"Sst"
"Lamp5"
"Sst"
"Sst"
"Sst"
"Pvalb"
"Sst"
"Vip"
"Sst"
"Sst"
"Sst"
"Sst"
"Lamp5"
"Lamp5"
"Sst"
"Sst"
"Pvalb"
"Vip"
"Lamp5"
"Sst"
"L5 IT"
"L5 IT"
"L5/6 NP"
"L5/6 NP"
"L5/6 NP"
"L5 IT"
"L6 IT"
"unassigned"
"L5/6 NP"
"L5/6 NP"
"L5 ET"
"L6 IT"
"L6 IT"
"L5/6 NP"
"unassigned"
"Sst"
"L5 IT"
"L5/6 NP"
"L5/6 NP"
"L6 CT"
"L5/6 NP"
"Sst"
"L5/6 NP"
"L6 IT"
"L5/6 NP"
"L5/6 NP"
"L5 IT"
"L5/6 NP"
"Sst"
"L5/6 NP"
"Vip"
"unassigned"
"L5/6 NP"
"Oligo"
